Date,HHMMSS,Snowlevel,Plot,Tleaf,Spp,PsCorrected,Conductancecorrected
6/24/2016,15:29:43,HIGHSNOW,2,18.85,eriophorum,10.71585419,0.171277997
6/24/2016,15:29:44,HIGHSNOW,2,18.85,eriophorum,10.89152394,0.171277997
6/24/2016,15:29:45,HIGHSNOW,2,18.86,eriophorum,10.71585419,0.170399649
6/24/2016,15:35:15,HIGHSNOW,3,19.92,salix,10.73663575,0.173414763
6/24/2016,15:35:16,HIGHSNOW,3,19.92,salix,10.73663575,0.173414763
6/24/2016,15:35:18,HIGHSNOW,3,19.92,salix,10.7517153,0.173414763
6/24/2016,15:42:16,HIGHSNOW,3,21.12,betula,8.927038627,0.111587983
6/24/2016,15:42:17,HIGHSNOW,3,21.12,betula,8.858369099,0.111587983
6/24/2016,15:42:18,HIGHSNOW,3,21.11,betula,8.858369099,0.111587983
6/24/2016,15:45:58,HIGHSNOW,3,21.47,ledum,5.277030662,0.043571813
6/24/2016,15:45:59,HIGHSNOW,3,21.48,ledum,5.285099516,0.043491124
6/24/2016,15:46:01,HIGHSNOW,3,21.48,ledum,5.301237224,0.043410436
6/24/2016,15:51:04,HIGHSNOW,3,21.53,eriophorum,2.692511949,0.094476899
6/24/2016,15:51:05,HIGHSNOW,3,21.53,eriophorum,2.660647902,0.094636219
6/24/2016,15:51:06,HIGHSNOW,3,21.54,eriophorum,2.612851832,0.094636219
6/24/2016,15:57:21,HIGHSNOW,4,21.77,salix,14.04432133,0.200554017
6/24/2016,15:57:22,HIGHSNOW,4,21.77,salix,14.04432133,0.200277008
6/24/2016,15:57:24,HIGHSNOW,4,21.77,salix,14.04432133,0.2
6/24/2016,16:03:40,HIGHSNOW,4,22.2,betula,5.392199634,0.051618532
6/24/2016,16:03:41,HIGHSNOW,4,22.2,betula,5.392199634,0.051775587
6/24/2016,16:03:42,HIGHSNOW,4,22.2,betula,5.444551086,0.051775587
6/24/2016,16:07:12,HIGHSNOW,4,22.15,ledum,1.417677643,0.042114385
6/24/2016,16:07:13,HIGHSNOW,4,22.15,ledum,1.417677643,0.042114385
6/24/2016,16:07:14,HIGHSNOW,4,22.15,ledum,1.367417678,0.042461005
6/24/2016,16:10:42,HIGHSNOW,4,22.39,eriophorum,10.90909091,0.137584803
6/24/2016,16:10:43,HIGHSNOW,4,22.38,eriophorum,10.82767978,0.138398915
6/24/2016,16:10:44,HIGHSNOW,4,22.38,eriophorum,10.74626866,0.137584803
6/24/2016,16:15:44,HIGHSNOW,5,21.69,salix,3.282315502,0.117290499
6/24/2016,16:15:45,HIGHSNOW,5,21.69,salix,3.209577209,0.117290499
6/24/2016,16:15:47,HIGHSNOW,5,21.68,salix,3.095923625,0.117745113
6/24/2016,16:20:05,HIGHSNOW,5,22.09,betula,12.70211702,0.262043674
6/24/2016,16:20:07,HIGHSNOW,5,22.1,betula,12.90215036,0.261043507
6/24/2016,16:20:08,HIGHSNOW,5,22.1,betula,12.80213369,0.261043507
6/24/2016,16:25:09,HIGHSNOW,5,21.75,ledum,4.437041972,0.033177881
6/24/2016,16:25:10,HIGHSNOW,5,21.75,ledum,4.437041972,0.033777482
6/24/2016,16:25:11,HIGHSNOW,5,21.74,ledum,4.437041972,0.034776815
6/24/2016,16:28:04,HIGHSNOW,5,22.32,eriophorum,10.97915657,0.10470189
6/24/2016,16:28:05,HIGHSNOW,5,22.31,eriophorum,10.97915657,0.10470189
6/24/2016,16:28:06,HIGHSNOW,5,22.31,eriophorum,11.05186621,0.10470189
6/24/2016,16:31:39,HIGHSNOW,5,21.47,betula,11.07797188,0.164465275
6/24/2016,16:31:40,HIGHSNOW,5,21.47,betula,11.07797188,0.164465275
6/24/2016,16:31:41,HIGHSNOW,5,21.47,betula,11.03536429,0.164891351
6/19/2016,11:53:42,LOWSNOW,1,15.03,salix,10.62965471,0.194312796
6/19/2016,11:53:43,LOWSNOW,1,15.03,salix,10.62965471,0.194312796
6/19/2016,11:53:44,LOWSNOW,1,15.01,salix,10.69735951,0.193635748
6/19/2016,11:53:46,LOWSNOW,1,14.98,salix,10.76506432,0.194312796
6/19/2016,11:53:47,LOWSNOW,1,14.95,salix,10.96817874,0.194312796
6/19/2016,12:13:11,LOWSNOW,1,14.92,betula,13.90546122,0.173474071
6/19/2016,12:13:29,LOWSNOW,1,14.91,betula,14.04313905,0.177604406
6/19/2016,12:13:30,LOWSNOW,1,14.92,betula,13.76778339,0.177604406
6/19/2016,12:13:31,LOWSNOW,1,14.92,betula,13.5888022,0.178981184
6/19/2016,12:13:33,LOWSNOW,1,14.93,betula,13.20330427,0.180357962
6/19/2016,12:22:17,LOWSNOW,1,15.52,ledum,11.47887324,0.387323944
6/19/2016,12:22:18,LOWSNOW,1,15.51,ledum,11.54929577,0.383802817
6/19/2016,12:22:20,LOWSNOW,1,15.5,ledum,11.61971831,0.38028169
6/19/2016,12:22:21,LOWSNOW,1,15.49,ledum,11.69014085,0.36971831
6/19/2016,12:22:22,LOWSNOW,1,15.49,ledum,11.90140845,0.366197183
6/19/2016,12:27:25,LOWSNOW,1,15.03,eriophorum,8.146267141,0.277298121
6/19/2016,12:27:26,LOWSNOW,1,15.02,eriophorum,7.983748095,0.277298121
6/19/2016,12:27:27,LOWSNOW,1,15.02,eriophorum,7.82122905,0.276282377
6/19/2016,12:27:28,LOWSNOW,1,15.02,eriophorum,7.81107161,0.276282377
6/19/2016,12:27:30,LOWSNOW,1,15.01,eriophorum,7.638395124,0.274250889
6/19/2016,12:32:46,LOWSNOW,2,15.01,salix,5.565757875,0.241842068
6/19/2016,12:32:48,LOWSNOW,2,15.02,salix,5.509252719,0.238734285
6/19/2016,12:32:51,LOWSNOW,2,15.07,salix,5.707020766,0.235061449
6/19/2016,12:32:52,LOWSNOW,2,15.08,salix,5.678768188,0.234778924
6/19/2016,12:32:53,LOWSNOW,2,15.09,salix,5.678768188,0.234213872
6/19/2016,12:44:52,LOWSNOW,2,14.66,betula,3.451434081,0.131597975
6/19/2016,12:44:53,LOWSNOW,2,14.66,betula,3.383947939,0.131597975
6/19/2016,12:44:55,LOWSNOW,2,14.67,betula,3.388768378,0.131597975
6/19/2016,12:44:56,LOWSNOW,2,14.69,betula,3.306820921,0.131115932
6/19/2016,12:44:57,LOWSNOW,2,14.71,betula,3.258616534,0.130151844
6/19/2016,12:54:12,LOWSNOW,2,15.74,eriophorum,12.93063732,0.328640901
6/19/2016,12:54:35,LOWSNOW,2,15.65,eriophorum,13.72920399,0.277962631
6/19/2016,12:54:36,LOWSNOW,2,15.64,eriophorum,13.59099053,0.276426926
6/19/2016,12:54:37,LOWSNOW,2,15.64,eriophorum,13.48349117,0.276426926
6/19/2016,12:54:39,LOWSNOW,2,15.62,eriophorum,13.26849245,0.273355516
6/19/2016,13:01:20,LOWSNOW,3,14.94,salix,8.129649309,0.275770457
6/19/2016,13:01:21,LOWSNOW,3,14.94,salix,8.129649309,0.275770457
6/19/2016,13:01:22,LOWSNOW,3,14.94,salix,7.970244421,0.275770457
6/19/2016,13:01:24,LOWSNOW,3,14.95,salix,7.598299681,0.275770457
6/19/2016,13:01:25,LOWSNOW,3,14.97,salix,7.173219979,0.275770457
6/19/2016,13:08:20,LOWSNOW,3,14.97,betula,5.452282158,0.130290456
6/19/2016,13:08:21,LOWSNOW,3,14.97,betula,5.493775934,0.131120332
6/19/2016,13:08:23,LOWSNOW,3,14.98,betula,5.477178423,0.130290456
6/19/2016,13:08:24,LOWSNOW,3,14.98,betula,5.485477178,0.130290456
6/19/2016,13:08:27,LOWSNOW,3,14.96,betula,5.269709544,0.130290456
6/19/2016,13:17:05,LOWSNOW,3,14.77,ledum,9.064843405,0.291133657
6/19/2016,13:17:07,LOWSNOW,3,14.78,ledum,9.038376709,0.291133657
6/19/2016,13:17:08,LOWSNOW,3,14.78,ledum,8.866343185,0.289810322
6/19/2016,13:17:09,LOWSNOW,3,14.8,ledum,9.250110278,0.289810322
6/19/2016,13:17:10,LOWSNOW,3,14.82,ledum,8.985443317,0.285840318
6/19/2016,13:48:52,LOWSNOW,3,14.84,eriophorum,5.423728814,0.140268849
6/19/2016,13:48:54,LOWSNOW,3,14.85,eriophorum,5.03798948,0.139099942
6/19/2016,13:48:55,LOWSNOW,3,14.86,eriophorum,4.453535944,0.140268849
6/19/2016,13:48:56,LOWSNOW,3,14.88,eriophorum,4.617182934,0.142606663
6/19/2016,13:48:57,LOWSNOW,3,14.9,eriophorum,4.780829924,0.14377557
6/19/2016,14:00:35,LOWSNOW,4,15.94,salix,9.514013885,0.302905631
6/19/2016,14:00:36,LOWSNOW,4,15.94,salix,9.616868089,0.301362818
6/19/2016,14:00:37,LOWSNOW,4,15.94,salix,9.771149396,0.298791463
6/19/2016,14:00:39,LOWSNOW,4,15.95,salix,9.668295192,0.295191566
6/19/2016,14:00:40,LOWSNOW,4,15.95,salix,9.771149396,0.291077398
6/19/2016,14:05:03,LOWSNOW,4,15.39,betula,7.062043796,0.126459854
6/19/2016,14:05:03,LOWSNOW,4,15.39,betula,7.062043796,0.126459854
6/19/2016,14:05:05,LOWSNOW,4,15.39,betula,7.00729927,0.126459854
6/19/2016,14:05:06,LOWSNOW,4,15.38,betula,6.843065693,0.127007299
6/19/2016,14:05:07,LOWSNOW,4,15.39,betula,6.788321168,0.127007299
6/26/2016,11:45:01,LOWSNOW,1,17.51,salix,10.26369809,0.103268593
6/26/2016,11:45:04,LOWSNOW,1,17.5,salix,9.947891994,0.103584399
6/26/2016,11:45:07,LOWSNOW,1,17.49,salix,10.13737565,0.103900205
6/26/2016,11:54:22,LOWSNOW,1,17.31,betula,10.82554517,0.200155763
6/26/2016,11:54:25,LOWSNOW,1,17.31,betula,12.14953271,0.200155763
6/26/2016,11:54:28,LOWSNOW,1,17.32,betula,14.56386293,0.200155763
6/26/2016,12:06:48,LOWSNOW,1,18.17,ledum,4.344660194,0.140776699
6/26/2016,12:06:50,LOWSNOW,1,18.16,ledum,4.32038835,0.141019417
6/26/2016,12:06:53,LOWSNOW,1,18.13,ledum,4.223300971,0.140291262
6/26/2016,12:35:44,LOWSNOW,1,18.85,eriophorum,11.63686382,0.181568088
6/26/2016,12:35:47,LOWSNOW,1,18.86,eriophorum,11.63686382,0.180742779
6/26/2016,12:35:50,LOWSNOW,1,18.87,eriophorum,11.63686382,0.180742779
6/26/2016,12:41:51,LOWSNOW,2,19.63,salix,6.142467886,0.068431296
6/26/2016,12:41:53,LOWSNOW,2,19.62,salix,6.072401713,0.06866485
6/26/2016,12:41:57,LOWSNOW,2,19.59,salix,6.049046322,0.068898404
6/26/2016,12:52:48,LOWSNOW,2,21.47,betula,7.499123934,0.098119379
6/26/2016,12:52:51,LOWSNOW,2,21.46,betula,7.639294475,0.098119379
6/26/2016,12:52:54,LOWSNOW,2,21.44,betula,7.849550286,0.098820231
6/26/2016,12:59:37,LOWSNOW,2,20,ledum,3.895747599,0.094375857
6/26/2016,12:59:39,LOWSNOW,2,19.99,ledum,4.005486968,0.095747599
6/26/2016,12:59:41,LOWSNOW,2,19.97,ledum,3.648834019,0.096570645
6/26/2016,13:04:41,LOWSNOW,2,20.83,eriophorum,10.18730629,0.139873332
6/26/2016,13:04:43,LOWSNOW,2,20.84,eriophorum,10.10645466,0.139064816
6/26/2016,13:04:46,LOWSNOW,2,20.81,eriophorum,9.944751381,0.139064816
6/26/2016,13:10:09,LOWSNOW,3,20.63,salix,5.007800312,0.041138846
6/26/2016,13:10:11,LOWSNOW,3,20.64,salix,5.101404056,0.041372855
6/26/2016,13:10:13,LOWSNOW,3,20.65,salix,5.148205928,0.04099844
6/26/2016,13:15:26,LOWSNOW,3,21.45,betula,7.064547519,0.098280895
6/26/2016,13:15:29,LOWSNOW,3,21.44,betula,7.424586442,0.099253973
6/26/2016,13:15:32,LOWSNOW,3,21.41,betula,6.918585793,0.100227052
6/26/2016,13:20:07,LOWSNOW,3,21.14,ledum,0.183902977,-0.001980154
6/26/2016,13:20:14,LOWSNOW,3,21.16,ledum,0.053362734,-0.00154355
6/26/2016,13:20:18,LOWSNOW,3,21.19,ledum,0.388092613,-0.001287762
6/26/2016,13:23:46,LOWSNOW,3,22.65,eriophorum,8.131392604,0.082730134
6/26/2016,13:23:49,LOWSNOW,3,22.4,eriophorum,8.544453186,0.085562549
6/26/2016,13:23:51,LOWSNOW,3,22.17,eriophorum,8.426435877,0.087804878
6/26/2016,13:28:38,LOWSNOW,4,23.09,salix,15.38935057,0.164973838
6/26/2016,13:28:41,LOWSNOW,4,23.07,salix,15.08156356,0.164973838
6/26/2016,13:28:43,LOWSNOW,4,23.12,salix,15.26623576,0.16374269
6/26/2016,13:32:21,LOWSNOW,4,22.93,betula,8.320610687,0.119083969
6/26/2016,13:32:24,LOWSNOW,4,22.92,betula,8.091603053,0.119847328
6/26/2016,13:32:26,LOWSNOW,4,22.9,betula,8.167938931,0.119847328
6/26/2016,13:37:24,LOWSNOW,4,22.62,ledum,3.735656609,0.044751381
6/26/2016,13:37:25,LOWSNOW,4,22.62,ledum,3.659158521,0.044878878
6/26/2016,13:37:28,LOWSNOW,4,22.63,ledum,3.875903102,0.045261368
6/26/2016,13:41:46,LOWSNOW,4,23.29,eriophorum,8.371522095,0.089729951
6/26/2016,13:41:49,LOWSNOW,4,23.31,eriophorum,8.224222586,0.090220949
6/26/2016,13:41:51,LOWSNOW,4,23.31,eriophorum,8.101472995,0.091080196
6/26/2016,13:46:56,LOWSNOW,5,21.61,salix,2.784607162,0.044361304
6/26/2016,13:46:59,LOWSNOW,5,21.61,salix,2.650988776,0.044681988
6/26/2016,13:47:01,LOWSNOW,5,21.61,salix,2.581507215,0.043987173
6/26/2016,13:53:36,LOWSNOW,5,18.89,betula,7.1912391,0.115351856
6/26/2016,13:53:39,LOWSNOW,5,18.88,betula,6.716690327,0.115351856
6/26/2016,13:53:41,LOWSNOW,5,18.88,betula,6.631514906,0.116081931
6/26/2016,13:58:37,LOWSNOW,5,19.92,ledum,10.409565,0.147290766
6/26/2016,13:58:39,LOWSNOW,5,19.92,ledum,10.08903587,0.147748664
6/26/2016,13:58:42,LOWSNOW,5,19.92,ledum,10.18061562,0.14805393
6/26/2016,14:02:05,LOWSNOW,5,20.63,eriophorum,8.935706502,0.089901925
6/26/2016,14:02:07,LOWSNOW,5,20.63,eriophorum,9.044678533,0.090446785
6/26/2016,14:02:09,LOWSNOW,5,20.63,eriophorum,8.881220487,0.090446785
6/26/2016,14:23:36,AMBSNOW,1,18.97,salix,4.179703642,0.055257099
6/26/2016,14:23:38,AMBSNOW,1,18.94,salix,4.144282425,0.054902887
6/26/2016,14:23:42,AMBSNOW,1,18.91,salix,4.108861208,0.055257099
6/26/2016,14:28:30,AMBSNOW,1,16.89,betula,-0.049376559,0.128678304
6/26/2016,14:28:32,AMBSNOW,1,16.88,betula,0.963591022,0.12957606
6/26/2016,14:28:35,AMBSNOW,1,16.87,betula,2.034912718,0.131670823
6/26/2016,14:33:18,AMBSNOW,1,17.85,ledum,7.821727019,0.31086351
6/26/2016,14:33:21,AMBSNOW,1,17.83,ledum,8.824512535,0.308857939
6/26/2016,14:33:25,AMBSNOW,1,17.85,ledum,8.757660167,0.303175487
6/26/2016,14:39:45,AMBSNOW,1,18.47,eriophorum,16.14349776,0.257729526
6/26/2016,14:39:47,AMBSNOW,1,18.47,eriophorum,16.42671702,0.257729526
6/26/2016,14:39:48,AMBSNOW,1,18.48,eriophorum,16.28510739,0.257729526
6/26/2016,14:50:21,AMBSNOW,2,17.73,salix,6.789144829,0.089900214
6/26/2016,14:50:23,AMBSNOW,2,17.72,salix,6.714538842,0.090273244
6/26/2016,14:50:25,AMBSNOW,2,17.72,salix,6.583978364,0.090832789
6/26/2016,14:53:23,AMBSNOW,2,17.04,betula,7.961813842,0.146634845
6/26/2016,14:53:26,AMBSNOW,2,17.07,betula,7.84725537,0.144916468
6/26/2016,14:53:28,AMBSNOW,2,17.07,betula,8.30548926,0.14548926
6/26/2016,14:56:41,AMBSNOW,2,18.43,ledum,2.618776995,0.111843601
6/26/2016,14:56:44,AMBSNOW,2,18.44,ledum,2.359627188,0.11211639
6/26/2016,14:56:46,AMBSNOW,2,18.45,ledum,2.223232553,0.112661969
6/26/2016,15:06:37,AMBSNOW,2,21.45,eriophorum,13.76558603,0.174314214
6/26/2016,15:06:39,AMBSNOW,2,21.47,eriophorum,14.28927681,0.173566085
6/26/2016,15:06:43,AMBSNOW,2,21.5,eriophorum,14.36408978,0.172069825
6/26/2016,15:15:37,AMBSNOW,3,21.43,salix,4.179279204,0.053683418
6/26/2016,15:15:40,AMBSNOW,3,21.42,salix,4.149176353,0.053181704
6/26/2016,15:15:43,AMBSNOW,3,21.4,salix,4.254536332,0.053181704
6/26/2016,15:20:15,AMBSNOW,3,21.22,betula,8.18036408,0.083631655
6/26/2016,15:20:18,AMBSNOW,3,21.22,betula,8.088963364,0.083631655
6/26/2016,15:20:20,AMBSNOW,3,21.21,betula,8.088963364,0.083174652
6/26/2016,15:23:24,AMBSNOW,3,20.58,ledum,9.171674941,0.114136399
6/26/2016,15:23:26,AMBSNOW,3,20.59,ledum,9.500914554,0.11429318
6/26/2016,15:23:30,AMBSNOW,3,20.58,ledum,9.281421479,0.113822838
6/26/2016,15:29:42,AMBSNOW,3,19.39,eriophorum,13.7667304,0.201102238
6/26/2016,15:29:45,AMBSNOW,3,19.4,eriophorum,12.95692273,0.201777078
6/26/2016,15:29:49,AMBSNOW,3,19.38,eriophorum,13.83421437,0.202451918
6/26/2016,15:33:25,AMBSNOW,4,20.63,salix,7.647610122,0.063261481
6/26/2016,15:33:28,AMBSNOW,4,20.59,salix,7.141518276,0.063823805
6/26/2016,15:33:30,AMBSNOW,4,20.59,salix,7.675726336,0.064104967
6/26/2016,15:36:30,AMBSNOW,4,19.89,betula,7.025157983,0.168117324
6/26/2016,15:36:32,AMBSNOW,4,19.87,betula,7.940860856,0.167401932
6/26/2016,15:36:35,AMBSNOW,4,19.86,betula,7.869321569,0.165971146
6/26/2016,15:44:42,AMBSNOW,4,18.36,ledum,2.523717328,0.1678606
6/26/2016,15:44:45,AMBSNOW,4,18.35,ledum,3.339787028,0.164956438
6/26/2016,15:44:47,AMBSNOW,4,18.36,ledum,2.512100678,0.162923524
6/26/2016,15:50:29,AMBSNOW,4,19.17,eriophorum,12.0215311,0.163875598
6/26/2016,15:50:33,AMBSNOW,4,19.21,eriophorum,12.79904306,0.166866029
6/26/2016,15:50:35,AMBSNOW,4,19.23,eriophorum,11.90191388,0.166267943
7/2/2016,11:42:56,LOWSNOW,1,21.06,salix,4.66368936,0.088773736
7/2/2016,11:42:59,LOWSNOW,1,21.04,salix,4.643234582,0.088569188
7/2/2016,11:43:03,LOWSNOW,1,21.02,salix,4.745508472,0.088773736
7/2/2016,11:47:18,LOWSNOW,1,20.23,betula,1.811782142,0.194516488
7/2/2016,11:47:20,LOWSNOW,1,20.22,betula,2.011856243,0.192293442
7/2/2016,11:47:23,LOWSNOW,1,20.22,betula,2.712115598,0.191181919
7/2/2016,11:52:37,LOWSNOW,1,19.83,ledum,11.88643533,0.253249211
7/2/2016,11:52:40,LOWSNOW,1,19.86,ledum,12.87066246,0.247949527
7/2/2016,11:52:44,LOWSNOW,1,19.83,ledum,11.47003155,0.247570978
7/2/2016,11:59:10,LOWSNOW,1,20.39,eriophorum,13.85224274,0.211081794
7/2/2016,11:59:12,LOWSNOW,1,20.41,eriophorum,14.11609499,0.212401055
7/2/2016,11:59:15,LOWSNOW,1,20.43,eriophorum,14.64379947,0.213720317
7/2/2016,12:03:52,LOWSNOW,2,20.86,salix,4.503722084,0.032382134
7/2/2016,12:03:55,LOWSNOW,2,20.88,salix,4.243176179,0.032531017
7/2/2016,12:03:58,LOWSNOW,2,20.88,salix,4.205955335,0.032344913
6/30/2016,13:09:58,LOWSNOW,2,23.24,betula,6.809131935,0.07884258
6/30/2016,13:10:02,LOWSNOW,2,23.26,betula,6.809131935,0.078444385
6/30/2016,13:10:06,LOWSNOW,2,23.24,betula,6.84895142,0.07884258
6/30/2016,13:16:50,LOWSNOW,2,22.04,ledum,9.712230216,0.213669065
6/30/2016,13:16:55,LOWSNOW,2,22.04,ledum,11.8705036,0.202877698
6/30/2016,13:16:59,LOWSNOW,2,22.04,ledum,9.568345324,0.203597122
6/30/2016,13:22:44,LOWSNOW,2,23.35,eriophorum,14.85714286,0.228571429
6/30/2016,13:22:48,LOWSNOW,2,23.43,eriophorum,14.34920635,0.228571429
6/30/2016,13:22:52,LOWSNOW,2,23.45,eriophorum,14.6031746,0.227301587
7/2/2016,12:59:38,LOWSNOW,3,20.13,salix,7.776479337,0.081908
7/2/2016,12:59:41,LOWSNOW,3,20.13,salix,6.59725911,0.081589291
7/2/2016,12:59:44,LOWSNOW,3,20.1,salix,5.418038882,0.081589291
7/2/2016,13:03:42,LOWSNOW,3,19.14,betula,6.386726228,0.11027441
7/2/2016,13:03:46,LOWSNOW,3,19.38,betula,6.011486918,0.108742821
7/2/2016,13:03:48,LOWSNOW,3,19.44,betula,5.988513082,0.107977026
7/2/2016,13:09:10,LOWSNOW,3,20.13,ledum,11.41320293,0.426894866
7/2/2016,13:09:14,LOWSNOW,3,20.12,ledum,4.092909535,0.422493888
7/2/2016,13:09:19,LOWSNOW,3,20.13,ledum,8.948655257,0.394621027
7/2/2016,13:12:55,LOWSNOW,3,20.52,eriophorum,8.03761533,0.11284599
7/2/2016,13:12:58,LOWSNOW,3,20.5,eriophorum,8.218594748,0.11497516
7/2/2016,13:13:01,LOWSNOW,3,20.5,eriophorum,8.293115685,0.118168914
7/2/2016,13:18:19,LOWSNOW,4,19.96,salix,13.93170142,0.178906014
7/2/2016,13:18:23,LOWSNOW,4,19.97,salix,13.8712602,0.178301602
7/2/2016,13:18:27,LOWSNOW,4,19.94,salix,13.84103959,0.178906014
7/2/2016,13:24:28,LOWSNOW,4,20.73,betula,9.638794652,0.113151068
7/2/2016,13:24:32,LOWSNOW,4,20.74,betula,9.938136101,0.114348433
7/2/2016,13:24:36,LOWSNOW,4,20.73,betula,10.11774097,0.116144482
7/2/2016,13:30:13,LOWSNOW,4,20.57,ledum,6.984640259,0.109135004
7/2/2016,13:30:16,LOWSNOW,4,20.56,ledum,6.548100243,0.110590137
7/2/2016,13:30:18,LOWSNOW,4,20.58,ledum,7.421180275,0.110590137
7/2/2016,13:36:08,LOWSNOW,4,20.82,eriophorum,12.93494705,0.131618759
7/2/2016,13:36:12,LOWSNOW,4,20.7,eriophorum,12.93494705,0.135022693
7/2/2016,13:36:16,LOWSNOW,4,20.41,eriophorum,13.50226929,0.138426626
7/2/2016,13:42:14,LOWSNOW,5,20.72,salix,7.864281957,0.069437138
7/2/2016,13:42:17,LOWSNOW,5,20.74,salix,8.206207259,0.068911099
7/2/2016,13:42:20,LOWSNOW,5,20.76,salix,8.442924776,0.06864808
7/2/2016,13:47:07,LOWSNOW,5,20.67,betula,8.740831296,0.063569682
7/2/2016,13:47:11,LOWSNOW,5,20.66,betula,8.190709046,0.062347188
7/2/2016,13:47:14,LOWSNOW,5,20.67,betula,8.618581907,0.063569682
7/2/2016,13:51:53,LOWSNOW,5,20.64,ledum,4.887015177,-0.092175379
7/2/2016,13:51:57,LOWSNOW,5,20.65,ledum,11.8381113,-0.090758853
7/2/2016,13:52:00,LOWSNOW,5,20.65,ledum,15.88532884,-0.083271501
7/2/2016,13:55:51,LOWSNOW,5,20.83,eriophorum,8.863454884,0.133031674
7/2/2016,13:55:55,LOWSNOW,5,20.81,eriophorum,10.44450359,0.131115252
7/2/2016,13:55:59,LOWSNOW,5,20.81,eriophorum,9.198828853,0.130795848
7/2/2016,15:37:15,AMBSNOW,1,18.58,salix,4.90414916,0.051404937
7/2/2016,15:37:18,AMBSNOW,1,18.56,salix,4.825367647,0.051404937
7/2/2016,15:37:21,AMBSNOW,1,18.56,salix,4.90414916,0.051995798
7/2/2016,15:39:43,AMBSNOW,1,18.87,betula,13.25184947,0.099067224
7/2/2016,15:39:46,AMBSNOW,1,18.85,betula,8.555805725,0.099710518
7/2/2016,15:39:47,AMBSNOW,1,18.84,betula,6.947571566,0.100353812
7/2/2016,15:43:31,AMBSNOW,1,18.31,ledum,48.71186441,0.549152542
7/2/2016,15:43:34,AMBSNOW,1,18.32,ledum,50.74576271,0.526779661
7/2/2016,15:43:38,AMBSNOW,1,18.32,ledum,40.37288136,0.551186441
7/2/2016,15:51:06,AMBSNOW,1,18.44,eriophorum,15.4368932,0.173300971
7/2/2016,15:51:09,AMBSNOW,1,18.44,eriophorum,17.69417476,0.171116505
7/2/2016,15:51:12,AMBSNOW,1,18.46,eriophorum,17.18446602,0.17038835
7/2/2016,15:09:38,AMBSNOW,2,18.86,salix,13.50669171,0.161129373
7/2/2016,15:09:42,AMBSNOW,2,18.88,salix,13.47147218,0.160777178
7/2/2016,15:09:45,AMBSNOW,2,18.88,salix,13.54191125,0.160424982
7/2/2016,15:17:40,AMBSNOW,2,19.71,betula,8.648648649,0.100500501
7/2/2016,15:17:43,AMBSNOW,2,19.71,betula,8.408408408,0.100500501
7/2/2016,15:17:47,AMBSNOW,2,19.71,betula,8.428428428,0.1003003
7/2/2016,15:23:54,AMBSNOW,2,20.45,ledum,8.417266187,0.279280576
7/2/2016,15:23:58,AMBSNOW,2,20.43,ledum,7.381294964,0.271510791
7/2/2016,15:24:01,AMBSNOW,2,20.43,ledum,8.54676259,0.26676259
7/2/2016,15:28:28,AMBSNOW,2,19.76,eriophorum,3.298097252,0.092494715
7/2/2016,15:28:31,AMBSNOW,2,19.76,eriophorum,3.858350951,0.092494715
7/2/2016,15:28:35,AMBSNOW,2,19.8,eriophorum,3.55179704,0.092071882
7/2/2016,14:48:56,AMBSNOW,3,19.76,salix,2.407536636,0.05380321
7/2/2016,14:49:00,AMBSNOW,3,19.76,salix,2.512212142,0.053593859
7/2/2016,14:49:03,AMBSNOW,3,19.75,salix,2.512212142,0.053593859
7/2/2016,14:52:17,AMBSNOW,3,20.39,betula,11.6220846,0.1581236
7/2/2016,14:52:19,AMBSNOW,3,20.4,betula,11.1477138,0.158914218
7/2/2016,14:52:22,AMBSNOW,3,20.32,betula,11.2267756,0.161286072
7/2/2016,14:57:14,AMBSNOW,3,20.34,ledum,12.26306914,0.199932546
7/2/2016,14:57:18,AMBSNOW,3,20.34,ledum,12.76897133,0.201349073
7/2/2016,14:57:22,AMBSNOW,3,20.35,ledum,12.40472175,0.202158516
7/2/2016,15:03:27,AMBSNOW,3,20.55,eriophorum,13.73314407,0.161816891
7/2/2016,15:03:30,AMBSNOW,3,20.55,eriophorum,13.62668559,0.161816891
7/2/2016,15:03:34,AMBSNOW,3,20.56,eriophorum,13.62668559,0.160752307
7/2/2016,14:26:28,AMBSNOW,4,21.51,salix,7.153502235,0.06351026
7/2/2016,14:26:32,AMBSNOW,4,21.5,salix,6.717872292,0.06351026
7/2/2016,14:26:36,AMBSNOW,4,21.52,salix,5.915396079,0.063280981
7/2/2016,14:29:19,AMBSNOW,4,20.91,betula,10.69653704,0.147669007
7/2/2016,14:29:23,AMBSNOW,4,20.88,betula,10.69653704,0.147669007
7/2/2016,14:29:26,AMBSNOW,4,20.89,betula,10.64920723,0.147669007
7/2/2016,14:33:51,AMBSNOW,4,20.61,ledum,4.267241379,0.032741379
7/2/2016,14:33:56,AMBSNOW,4,20.62,ledum,4.525862069,0.035534483
7/2/2016,14:34:00,AMBSNOW,4,20.63,ledum,4.194827586,0.034448276
7/2/2016,14:42:38,AMBSNOW,4,21.23,eriophorum,8.964372366,0.203039203
7/2/2016,14:42:42,AMBSNOW,4,21.14,eriophorum,8.734516665,0.204571575
7/2/2016,14:42:46,AMBSNOW,4,20.8,eriophorum,8.428042396,0.209168689
